,type,drugbank_id,name,state,cal_logp,cal_logs,cal_water_solubility,cal_molecular_weight,cal_polar_surface_area,cal_refractivity,cal_polarizability,cal_rotatable_bond_count,cal_h_bond_acceptor_count,cal_h_bond_donor_count,cal_pka_acidic,cal_pka_basic,cal_physiological_charge,cal_number_of_rings,cal_bioavailability,cal_rule_of_five,exp_molecular_weight,exp_logp,exp_pka,half_life
8200,small molecule,DB09193,"CP-39,332",solid,3.98,-5.4,8.72e-04 g/l,237.346,12.03,76.29,28.18,2,1,1,,10.28,1,3,1,1,,,,
8201,small molecule,DB09194,Etoperidone,solid,2.81,-3,4.25e-01 g/l,377.92,42.39,106.57,42.23,7,4,0,,7.09,1,3,1,1,,,,After oral administration of etoperidone the terminal half-life was 21.7 hours.[A31350]
8202,small molecule,DB09195,Lorpiprazole,solid,3.64,-3.6,9.50e-02 g/l,405.469,37.19,108.4,42.08,5,4,0,,7.57,1,5,1,1,,3.02,,"The estimated half-life for drugs like lorpiprazole, a serotonin antagonist and reuptake inhibitor, is in the range of 11-23 hours.[T86]"
8203,small molecule,DB09196,Lubazodone,solid,1.85,-2.8,4.50e-01 g/l,251.301,30.49,67.09,26.66,3,3,1,,8.19,1,3,1,1,,,,
8204,small molecule,DB09197,Mepiprazole,solid,3.31,-2.9,4.09e-01 g/l,304.82,35.16,88.97,34.3,4,3,1,15.24,7.7,1,3,1,1,,,,
8205,small molecule,DB09198,Lobeglitazone,solid,3.84,-4.4,1.81e-02 g/l,480.54,102.88,129.63,49.64,10,7,1,7.61,3.96,0,4,1,1,,,,"Following an intravenous dosage of 1 mg/kg, the half life was found to be 110 min [A19749]."
8206,small molecule,DB09199,Netoglitazone,solid,4.17,-5.5,1.24e-03 g/l,381.42,55.4,102.39,38.93,5,3,1,6.61,-4.9,-1,4,1,1,,,,
8207,small molecule,DB09200,Rivoglitazone,solid,3.13,-4,3.88e-02 g/l,397.45,82.45,105.33,41.96,6,5,1,6.62,4.9,-1,4,1,1,,,,
8208,small molecule,DB09201,Ciglitazone,solid,3.93,-4.8,5.34e-03 g/l,333.45,55.4,91.26,36.36,5,3,1,6.61,-4.8,-1,3,1,1,,,,
8209,small molecule,DB09202,Cirazoline,solid,2.62,-2.7,3.89e-01 g/l,216.284,33.62,62.7,24.21,4,3,1,,9.26,1,3,1,1,,,,
8210,small molecule,DB09203,Synephrine,solid,-0.62,-0.95,1.86e+01 g/l,167.205,52.49,47.25,18.23,3,3,3,9.76,9.15,1,1,1,1,,,,
8211,small molecule,DB09204,Arotinolol,solid,2.38,-4.2,2.25e-02 g/l,371.53,88.24,96.71,40.66,8,4,3,13.51,9.84,1,2,1,1,,2.3,,The reported half-life of arotinolol is 7.2 hours.[T87]
8212,small molecule,DB09205,Moxisylyte,solid,3.22,-2.8,4.06e-01 g/l,279.38,38.77,80.9,32.39,7,3,0,,8.79,1,1,1,1,,3.17,8.71,The half-life of moxisylyte was of 1-2 hours.[L1174]
8213,small molecule,DB09206,Trimazosin,solid,1.35,-2.4,1.56e+00 g/l,435.481,132.5,114.87,46.3,7,9,2,14.59,5.99,0,3,1,1,,,,
8214,small molecule,DB09207,AS-8112,solid,2.22,-3.6,1.14e-01 g/l,399.333,56.84,102.8,39.04,5,5,2,14.64,8.32,1,2,1,1,,,,
8215,biotech,DB09208,Pegloticase,solid,,,,,,,,,,,,,,,,,34192.8533,,,
8216,small molecule,DB09209,Pholcodine,solid,1.09,-2.9,4.89e-01 g/l,398.4953,54.4,111.7,43.76,4,6,1,13.78,9.19,1,6,1,1,,1.08,9.3,"After oral administration of 60 mg of pholcodine, the half-life in plasma, saliva and urine are 45, 55 and 45 hours respectively.[A31738]"
8217,small molecule,DB09210,Piracetam,solid,-1.6,0.53,4.79e+02 g/l,142.1558,63.4,35.06,13.96,2,2,1,15.93,-2,0,1,1,1,,,,The plasma half life of piracetam is approximately 5 hours following oral or intravenous administration. The half life in the cerebrospinal fluid was 8.5 hours [L1124].
8218,small molecule,DB09211,Limaprost,solid,4.03,-4.2,2.48e-02 g/l,380.525,94.83,108.56,45.22,13,5,3,4.44,-1.5,-1,1,1,1,,,,The mean half life of elimination is 1.64 hours [A19715].
8219,small molecule,DB09212,Loxoprofen,solid,2.99,-3.6,6.63e-02 g/l,246.3016,54.37,68.8,27.08,4,3,1,4.19,-7.4,-1,2,1,1,,,, The elimination half-life of Loxoprofen is approximately 15 hours.[L1268] Steady concentration is achieved after 2-3 doses.[L1268] 
8220,small molecule,DB09213,Dexibuprofen,solid,3.5,-3.5,6.84e-02 g/l,206.2808,37.3,60.73,23.81,4,2,1,4.85,,-1,1,1,1,,,,"Oral tablets containing 300mg of dexibuprofen results in 2.2-4.7 hours [A19254]. For more information, refer to [ibuprofen]."
8221,small molecule,DB09214,Dexketoprofen,solid,3.29,-4.1,2.13e-02 g/l,254.2806,54.37,72.52,26.88,4,3,1,3.88,-7.5,-1,2,1,1,,,,1.65 h [L1299]
8222,small molecule,DB09215,Droxicam,solid,1.75,-4,3.19e-02 g/l,357.34,96.88,88.19,33.9,1,5,0,,0.92,0,4,1,1,,,,Data not available for prodrug. See [DB00554] for information on the active compound.
8223,small molecule,DB09216,Tolfenamic acid,solid,4.64,-4.2,1.58e-02 g/l,261.704,49.33,71.65,26.46,3,3,2,3.88,-2.1,-1,2,1,0,,5.17,5.11,"The estimated half-life of tolfenamic acid is 8.01-13.50 hours.[A31842] When tested intravenously, the reported half-life was 6.1h.[A31849]"
8224,small molecule,DB09217,Firocoxib,solid,2.98,-4.5,1.05e-02 g/l,336.4,69.67,87.35,35.11,5,4,0,19.69,-5,0,3,1,1,,,,
8225,small molecule,DB09218,Clonixin,solid,3.59,-3.7,5.35e-02 g/l,262.69,62.22,69.8,25.98,3,4,2,1.88,5.37,-1,2,1,1,,,,
8226,small molecule,DB09219,Bisoxatin,solid,3.61,-4.2,2.01e-02 g/l,333.343,78.79,93.92,34.26,2,4,3,9.15,-5,0,4,1,1,,,,
8227,small molecule,DB09220,Nicorandil,solid,0,-2.2,1.19e+00 g/l,211.177,94.36,49.86,19.34,5,5,1,13.81,3.62,0,1,1,1,,,,The elimination half life is approximately 1 hour [A20328]. 
8228,small molecule,DB09221,Polaprezinc,solid,-1.2,-0.85,4.11e+01 g/l,289.6,101.31,53.83,23.29,4,4,2,12.92,9.13,1,2,1,1,,,,The half-life of polaprezinc has been studied in rats and found to be approximately 2 hours [L1311].
8229,biotech,DB09222,Fibrinogen human,solid,,,,,,,,,,,,,,,,,,,,78.7 hours
8230,small molecule,DB09223,Blonanserin,solid,5.76,-4,3.59e-02 g/l,367.512,19.37,111.05,42.8,3,3,0,,7.97,1,4,1,0,,5.266,,Blonanserin has a half life of elimination of 10.7-16.2 h [A31487].
8231,small molecule,DB09224,Melperone,solid,3.89,-3.7,4.90e-02 g/l,263.356,20.31,76.25,30.25,5,2,0,16.4,8.9,1,2,1,1,,,,"Approximately 3-4 hours after oral administration [A31862]. After intramuscular injection, the half-life has been found to be approximately 6 hours [A31862]."
8232,small molecule,DB09225,Zotepine,solid,4.74,-5.6,7.77e-04 g/l,331.86,12.47,97.61,36.21,4,2,0,,8.92,1,3,1,1,,4.25,,The half-life of zotepine is reported to be of 21 hours.[A31893]
8233,small molecule,DB09226,Brilaroxazine,solid,5.06,-4.1,3.39e-02 g/l,450.36,54.04,120.98,47.59,7,5,1,11.42,7.47,1,4,1,1,,,,
8234,small molecule,DB09227,Barnidipine,solid,4.12,-5.1,4.00e-03 g/l,491.544,111.01,136.36,51.03,9,6,1,19.47,7.91,1,4,1,1,,,,"In a two-compartment analytical model, the median terminal elimination half life of barnidipine was 20 hours after repeated administration [L1131]."
8235,biotech,DB09228,Conestat alfa,liquid,,,,,,,,,,,,,,,,,67000.0,,,
8236,small molecule,DB09229,Aranidipine,solid,2.71,-4.5,1.12e-02 g/l,388.376,124.84,100.8,38.31,8,6,1,16.8,-6.6,0,2,1,1,,,,The elimination half-life of aranidipine and the M-1 metabolite are 1.1-1.2 hour and 2.7-3.5 hour respectively.[L1343]
8237,small molecule,DB09230,Azelnidipine,solid,5.12,-5.8,8.20e-04 g/l,582.657,137.03,172.06,60.76,11,7,2,19.88,6,0,5,0,0,,,,16 –28 hours [L1383].
8238,small molecule,DB09231,Benidipine,solid,4.28,-5.3,2.43e-03 g/l,505.571,111.01,141,53.53,9,6,1,19.47,7.89,1,4,1,0,,3.79,7.34,The elimination half-life of benidipine is registered to be of approximate 1 hour.[A31950]
8239,small molecule,DB09232,Cilnidipine,solid,4.39,-5.9,5.66e-04 g/l,492.528,117,137.14,51.97,12,6,1,19.46,-4.1,0,3,1,1,,4.70,11.39,The half-life of the hypotensive effect for cilnidipine is of about 20.4 min.[A32004]
8240,small molecule,DB09233,Cronidipine,solid,4.72,-5.2,3.97e-03 g/l,598.05,129.47,156.05,60.78,9,8,1,19.47,3.69,0,5,0,0,,,,
8241,small molecule,DB09234,Darodipine,solid,4.08,-3.2,2.58e-01 g/l,371.393,103.55,100.41,37.67,7,5,1,19.45,-3.3,0,3,1,1,,,,
8242,small molecule,DB09235,Efonidipine,solid,5.35,-6.4,2.48e-04 g/l,631.666,120.24,175.4,64.96,11,6,1,19.49,2.33,0,5,0,0,,,,The peak plasma concentration is attained at approximately 1.5 to 3.67 hours after ingestion. The half-life is measured to be about 4 hours [L1450].
8243,small molecule,DB09236,Lacidipine,solid,5.18,-5.3,2.24e-03 g/l,455.551,90.93,129.91,49.74,11,4,1,19.47,-6.4,0,2,1,1,,,,The average terminal half-life of lacidipine ranges from between 13 and 19 hours at steady state [L1126].
8244,small molecule,DB09237,Levamlodipine,solid,2.22,-4.7,7.40e-03 g/l,408.88,99.88,108.64,42.11,10,5,2,19.12,9.45,1,2,1,1,,3.30,8.6,Levamlodipine has a half life of 30-50h.[L10833]
8245,small molecule,DB09238,Manidipine,solid,5.11,-5.8,9.95e-04 g/l,610.711,116.93,175.13,65.72,12,7,1,19.47,7.89,1,5,0,0,,,,"The half life of elimination has been observed to be dose dependent [A7845]. Doses of 5, 10, and 20 mg produced half lives of 3.94, 5.02, and 7.95 h respectively."
8246,small molecule,DB09239,Niguldipine,solid,6.27,-6.7,1.13e-04 g/l,609.723,111.01,185.9,66.15,12,6,1,19.47,9.59,1,5,0,0,,,,
8247,small molecule,DB09240,Niludipine,solid,4.18,-5.1,3.75e-03 g/l,490.553,126.23,131.79,52.64,16,7,1,19.46,-3.8,0,2,1,1,,,,
8248,small molecule,DB09241,Methylene blue,solid,3.61,-4,2.96e-02 g/l,319.85,19.37,86.98,33.1,2,3,0,,2.44,1,3,1,1,,,,5–6.5 hours (after IV dose).
8249,small molecule,DB09242,Moxonidine,solid,1.01,-3.3,1.14e-01 g/l,241.677,71.43,63.41,23.57,2,6,2,,7.26,1,2,1,1,,,,Plasma elimination half life is 2.2 - 2.3 hours while renal elimination half life is 2.6-2.8 hours. [FDA label]
8250,small molecule,DB09243,Hydracarbazine,solid,-0.95,-1.2,9.30e+00 g/l,153.145,106.92,42.49,14.15,2,5,3,13.88,6.03,0,1,1,1,,,,
8251,small molecule,DB09244,Pirlindole,solid,2.1,-3.3,1.07e-01 g/l,226.323,16.96,70.42,27.27,0,1,1,,8.38,1,4,1,1,,2.80,,0.7±0.3 in one study of healthy volunteers [L1390]
8252,small molecule,DB09245,Toloxatone,solid,0.61,-0.58,5.49e+01 g/l,207.229,49.77,54.7,21.75,2,3,1,14.61,-1.7,0,2,1,1,,1.26,,1-3 h [A31957]
8253,small molecule,DB09246,Benmoxin,solid,2.26,-3.9,2.89e-02 g/l,240.306,41.13,82.98,26.68,4,2,2,14.47,3.32,0,2,1,1,,,,
8254,small molecule,DB09247,Iproclozide,solid,1.91,-3.1,2.00e-01 g/l,242.7,50.36,73.21,25.21,5,3,2,11.58,3.97,0,1,1,1,,,,
8255,small molecule,DB09248,Mebanazine,solid,1.24,-1.1,1.06e+01 g/l,136.198,38.05,53.93,15.65,2,2,2,,5.33,0,1,1,1,,,,
8256,small molecule,DB09249,Octamoxin,solid,2.54,-1.4,6.27e+00 g/l,144.262,38.05,56.99,19.11,6,2,2,,5.92,0,0,1,1,,,,
8257,small molecule,DB09250,Pheniprazine,solid,1.69,-1.6,3.75e+00 g/l,150.225,38.05,58.68,17.47,3,2,2,,5.65,0,1,1,1,,,,
8258,small molecule,DB09251,Phenoxypropazine,solid,1.37,-1.4,6.03e+00 g/l,166.224,47.28,59.87,18.67,4,3,2,,5.45,0,1,1,1,,,,
8259,small molecule,DB09252,Pivhydrazine,solid,1.77,-2.8,3.30e-01 g/l,206.289,41.13,71.59,23.28,4,2,2,12.91,3.41,0,1,1,1,,,,
8260,small molecule,DB09253,Safrazine,solid,1.51,-2,2.24e+00 g/l,208.261,56.51,69.05,23.14,4,4,2,,5.8,0,2,1,1,,,,
8261,small molecule,DB09254,Caroxazone,solid,-0.25,-1.2,1.19e+01 g/l,206.201,72.63,52.12,19.9,2,2,1,15.42,-4.7,0,2,1,1,,,,
8262,small molecule,DB09255,Dextran,solid,,,,,,,,,,,,,,,,,,0,,"The elimination half-life will depend on the length of the carbohydrate chain. The higher the molecular weight of the dextran the longer it will be the elimination half-life. The half-life will go from 1.9 hours from dextran 1 to 42 hours in the case of dextran 60.[T120, T121]"
8263,small molecule,DB09256,Tegafur,solid,-0.09,-1.2,1.40e+01 g/l,200.169,58.64,44.5,17.52,1,3,1,8.08,-4.3,0,2,1,1,,,,The elimination half life of tegafur is approximately 11 hours [L934].
8264,small molecule,DB09257,Gimeracil,solid,-0.08,-1,1.42e+01 g/l,145.54,49.33,34.65,12.19,0,2,2,8.66,-4.5,0,1,1,1,,,,"Following a single dose of Teysuno, T1/2 values ranged from 6.7 to 11.3 hours for tegafur, from 3.1 to 4.1 hours for gimeracil, and from 1.8 to 9.5 hours for oteracil [L933]."
8265,small molecule,DB09258,Bemiparin,solid,,,,,,,,,,,,,,,,,,,,"Bemiparin, when administered in the dose range of 2,500 IU to 12,500 (therapeutic dosing), it has an approximate half-life of 5-6 hours [L1462].
"
8266,small molecule,DB09259,Reviparin,solid,,,,,,,,,,,,,,,,,,,,
8267,small molecule,DB09260,Parnaparin,solid,,,,,,,,,,,,,,,,,,,,
8268,small molecule,DB09261,Certoparin,solid,,,,,,,,,,,,,,,,,,,,
8269,small molecule,DB09262,Imidafenacin,solid,2.81,-4.5,9.51e-03 g/l,319.408,60.91,94.86,35.03,6,2,1,16.11,7.35,1,3,1,1,,,,The half life of elimination is 3 h [A19796].
8270,small molecule,DB09263,Patiromer,solid,,,,,,,,,,,,,,,,,,,,
8271,biotech,DB09264,Idarucizumab,solid,,,,,,,,,,,,,,,,,,,,"initial half-life: 47 minutes 
terminal half-life: 10.3 h "
8272,small molecule,DB09265,Lixisenatide,solid,-33,,,4858.56,2060.16,1221.37,505.8,169,78,70,2.84,11.89,4,8,0,0,,,,3h [FDA Label]
8273,small molecule,DB09266,Technetium Tc-99m tilmanocept,solid,,,,,,,,,,,,,,,,,,,,Technetium Tc99m tilmanocept decays by isomeric transition with a physical half-life of approximately 6 hours. The half-life at the injection site of 1.8 to 3.1 hours [FDA Label].
8274,small molecule,DB09267,Strontium ranelate,solid,1.91,-2.5,2.17e+00 g/l,513.49,187.55,116.34,27.91,8,10,0,1.63,,-4,1,1,0,,,,The effective half-life of strontium is approximately 60 hours [L1127].
8275,small molecule,DB09268,Picosulfuric acid,solid,-0.05,-4.4,1.85e-02 g/l,437.44,140.09,101.83,40.3,7,7,2,-2.5,4.08,-2,3,1,1,,,,The terminal half-life of sodium picosulfate was 7.4 hours [FDA Label].
8276,small molecule,DB09269,Phenylacetic acid,solid,1.72,-1.6,3.61e+00 g/l,136.1479,37.3,37.37,13.85,2,2,1,4.55,,-1,1,1,1,,,,
8277,small molecule,DB09270,Ubidecarenone,solid,9.94,-6.6,1.93e-04 g/l,863.3435,52.6,286.61,112.38,31,4,0,,-4.7,0,1,0,0,,10,,The pharmacokinetic properties may vary between different brands but studies have reported a half-life of ubidecarenone of 21.7 h.[A31414]
8278,small molecule,DB09271,Cimetropium,solid,0.45,-5.2,2.44e-03 g/l,358.457,59.06,107.58,38.5,7,3,1,15.15,-2.7,1,5,1,1,,,,
8279,small molecule,DB09272,Eluxadoline,solid,1.08,-5.3,2.68e-03 g/l,569.662,164.63,160.38,61.86,11,7,4,3.66,7.99,0,4,0,0,,,,The mean plasma elimination half-life ranged from 3.7 hours to 6 hours. 
8280,small molecule,DB09273,Doxofylline,solid,-0.94,-1.3,1.45e+01 g/l,266.257,76.9,64.69,25.92,2,5,0,,-1.3,0,3,1,1,,,,"Following administration of a single intravenous dose of 100 mg over 10 minutes in adults with chronic bronchitis, the elimination half life of doxofylline was 1.83 ± 0.37 hours. Following oral administration of 400 mg twice daily for 5 days in adults with chronic bronchitis, the mean elimination half life was 7.01 ± 0.80 hours [L1169]. "
8281,small molecule,DB09274,Artesunate,solid,2.35,-2.8,6.78e-01 g/l,384.425,100.52,89.95,39.46,5,7,1,3.77,-4.2,-1,4,1,1,,,,The elimination half life of artesunate is 0.3h with a range of 0.1-1.8h.[L14099] The elimination half life of DHA is 1.3h with a range of 0.9-2.9h.[L14099] Half life after intramuscular administration is 48 min in children and 41 min in adults.[L891]
8282,small molecule,DB09275,Bismuth subcitrate potassium,solid,0.79,-1.6,1.38e+01 g/l,780.654,143.45,78.69,13.97,10,7,0,3.05,-4.2,-3,0,1,0,,,,The elimination half-life of bismuth is approximately 5 days
8283,small molecule,DB09276,Sodium aurothiomalate,solid,-0.6,-1,3.88e+01 g/l,390.07,80.26,51.78,13.65,4,4,0,3.18,,-2,0,1,1,,,,12.5 days
8284,small molecule,DB09277,Choline C 11,solid,-4,-1.4,5.45e+00 g/l,138.62,20.23,42.19,12.57,2,1,1,13.97,-3.2,1,0,1,1,,,,The isotope half-life of choline C11 is 20.4 min.[A32037]
8285,small molecule,DB09278,Activated charcoal,solid,-1.3,1.08,0.00e+00 g/l,12.011,0,13.11,1.51,0,0,0,,,0,0,1,1,,,,
8286,small molecule,DB09279,Fimasartan,solid,4.09,-5,4.69e-03 g/l,501.65,90.37,161.24,54.86,9,5,1,4.23,1.34,-1,4,1,0,,,,The half life of elimination is 7-10 h [A20319].
8287,small molecule,DB09280,Lumacaftor,solid,4.37,-5.1,3.76e-03 g/l,452.414,97.75,111.97,44.12,5,6,2,4.17,3.5,-1,5,1,0,,,,The half-life of lumacaftor is approximately 26 hours.[FDA Label]
8288,small molecule,DB09281,Magnesium trisilicate,solid,-2.7,,,260.857,144.84,11.36,11.91,4,6,0,2.65,-7.7,-4,0,1,1,,,,16-20 hours
8289,small molecule,DB09282,Molsidomine,solid,-1,-1.4,1.33e+01 g/l,242.235,77.91,76.99,23.94,4,5,0,9.94,-3.2,1,2,1,1,,-1.61 ,,
8290,small molecule,DB09283,Trapidil,solid,1.85,-2,1.93e+00 g/l,205.265,46.32,71.38,22.55,3,4,0,,1.02,0,2,1,1,,,,The half life of elimination is 1.31 h for a single dose and 1.14 h for steady state dosing [A19770].
8291,small molecule,DB09284,Imolamine,solid,1.92,-3.2,1.62e-01 g/l,260.341,51.92,87.17,28.81,6,5,1,,8.17,1,2,1,1,,1.96,,
8292,small molecule,DB09285,Morniflumate,solid,3.34,-3.7,8.61e-02 g/l,395.382,63.69,97.79,38.37,8,5,1,14.21,5.86,0,3,1,1,,,, 2h [L1498]
8293,small molecule,DB09286,Pipamperone,solid,2.32,-3.3,1.82e-01 g/l,375.488,66.64,105.1,41.16,7,4,1,15.94,8.69,1,3,1,1,,2.02,,17-26h [L1522]
8294,small molecule,DB09287,Polyethylene glycol,solid,,,,,,,,,,,,,,,,,,,,"Following a two-day split-dosing regimen of an oral suspension containing 140 grams of PEG 3350 in healthy subjects, the mean half life was 4.1 hours.[L6421]"
8295,small molecule,DB09288,Propacetamol,solid,1.96,-2.7,5.13e-01 g/l,264.325,58.64,74.98,29.17,7,3,1,14.67,6.83,1,1,1,1,,1.65,,The half-life of propacetamol is of 3.6 h.[L1509]
8296,small molecule,DB09289,Tianeptine,solid,2.07,-5,4.13e-03 g/l,436.952,86.71,113.41,45.73,8,5,2,4.22,8.1,0,3,1,1,,,,Approximately 2.5 h [A33320]
8297,small molecule,DB09290,Ramosetron,solid,2.22,-3.6,6.96e-02 g/l,279.343,50.68,82.14,31.2,2,2,1,12.68,6.36,0,4,1,1,,,,
8298,small molecule,DB09291,Rolapitant,solid,4.07,-5.5,1.66e-03 g/l,500.485,50.36,118.28,46.18,7,3,2,14.15,8.3,1,4,0,0,,,,Mean terminal half life ranged from 169 to 183 hours (~7 days). 
8299,small molecule,DB09292,Sacubitril,solid,3.9,-5.6,9.42e-04 g/l,411.498,92.7,114.06,44.48,12,4,2,4.18,-1.6,-1,2,1,1,,,,"The half life of sacubitril is 1.1 to 3.6 hours, and the half life of it's metabolite LBQ657 is 9.9 to 11.1 hours. "
8300,small molecule,DB09293,Iodide I-131,solid,1.02,,,130.9067,0,13.95,5.07,0,0,0,-9,,-1,0,1,1,,,,Iodine I-131 decays by beta emission and associated gamma emission with a physical half-life of 8.04 days.
8301,small molecule,DB09295,Talniflumate,solid,4,-5,4.17e-03 g/l,414.34,77.52,100.11,37.83,6,4,1,13.33,3.5,0,4,1,0,,4.47,,Approximately 2h in 12 subjects [A31964]
8302,small molecule,DB09296,Ombitasvir,solid,5.72,-5.7,1.93e-03 g/l,894.127,178.72,250.79,99.1,16,7,4,12.77,2.16,0,6,0,0,,,,Ombitasvir has a half life of elimination of 21-25 hours [FDA Label]
8303,small molecule,DB09297,Paritaprevir,solid,3.5,-5,7.78e-03 g/l,765.89,189.65,200.98,78.72,6,10,3,3.8,2.64,-1,8,1,0,,,,5.5 hr [FDA Label]
8304,small molecule,DB09298,Silibinin,solid,2.35,-3.7,9.26e-02 g/l,482.441,155.14,120.29,48.41,4,10,5,7.75,-3,0,5,1,1,,,,
8305,small molecule,DB09299,Tenofovir alafenamide,solid,1.49,-3.3,2.36e-01 g/l,476.474,143.48,122.74,47.88,12,7,2,11.36,5.12,0,3,1,1,,1.6,3.96,The reported half-life for tenofovir alafenamide is of 0.51 hours.[A178231]
8306,small molecule,DB09300,Butylscopolamine,solid,0.79,-5.3,2.01e-03 g/l,360.473,59.06,109.51,39.82,8,3,1,15.15,-2.7,1,4,1,1,,,,The half life of elimination is 1-5 hours [A7905].
8307,small molecule,DB09301,Chondroitin sulfate,solid,,,,,,,,,,,,,,,,,,,1.5-2,"The approximate half-life of chondroitin sulfate and its derivative metabolites is 15 hours.[A32066] After intramuscular administration of chondroitin sulfate in humans, the elimination half-life of the chondroitin sulfate was of 275 min. When administered orally, the elimination half-life was presented at 310 min.[A32068]"
8308,biotech,DB09302,Alirocumab,liquid,,,,,,,,,,,,,,,,,146000.0,,,"In monotherapy, the median half-life of alirocumab at steady state was 17–20 days in patients receiving alirocumab at SC doses of 75 or 150 mg every 2 weeks. As statin therapy increases the production of PCSK9, statin co-administration is thought to shorten alirocumab half-life; therefore the median apparent half-life of alirocumab was reduced to 12 days at equivalent alirocumab doses. However, this difference is not considered clinically significant and does not change dosing recommendations."
8309,biotech,DB09303,Evolocumab,liquid,,,,,,,,,,,,,,,,,141800.0,,,
8310,small molecule,DB09304,Setiptiline,solid,3.96,-3.9,3.38e-02 g/l,261.368,3.24,85.53,30.49,0,1,0,,7.44,1,4,1,1,,,,
8311,small molecule,DB09305,Aptazapine,solid,2.48,-2,2.70e+00 g/l,253.349,11.41,78.91,29.05,0,2,0,,6.92,1,4,1,1,,,,
8312,small molecule,DB09306,Metralindole,solid,1.62,-2.8,3.67e-01 g/l,255.321,29.76,75.95,28.93,1,3,0,,8.95,1,4,1,1,,,,
8313,small molecule,DB09307,Oxaprotiline,solid,3.56,-5,3.24e-03 g/l,293.41,32.26,100.66,34.07,4,2,2,14.86,9.92,1,4,1,1,,,,
8314,small molecule,DB09308,Solithromycin,solid,4.22,-4.7,1.67e-02 g/l,845.0088,197.87,230.73,90.81,11,12,2,12.8,7.68,1,5,0,0,,,,
8315,small molecule,DB09309,Kitasamycin,solid,2.72,-3.8,1.31e-01 g/l,785.969,199.98,201.88,83.98,12,13,4,12.68,7.9,1,3,0,0,,,,
8316,biotech,DB09310,Catridecacog,solid,,,,,,,,,,,,,,,,,,,,7.1 days
8317,small molecule,DB09311,Polycarbophil,solid,,,,,,,,,,,,,,,,,,,,Calcium polycarbophil is not absorbed from the intestine.
8318,biotech,DB09312,Antilymphocyte immunoglobulin (horse),solid,,,,,,,,,,,,,,,,,,,,The half-life of equine immunoglobulin after ATGAM infusion was found to be 5.7 ± 3.0 days in one group of recipients. The range for half-life was 1.5 to 13 days.
8319,small molecule,DB09313,Ioxaglic acid,solid,0.58,-4.9,1.52e-02 g/l,1268.886,194.24,214.05,82.94,10,8,6,2.13,-1.7,-1,2,0,0,,,,Hexabrix 320 is rapidly eliminated by the kidneys with a half-life of about 90 minutes [L1884]
8320,small molecule,DB09314,Technetium Tc-99m pertechnetate,solid,-1.4,0.61,1.37e+02 g/l,169.968,25.3,3.7,1.51,0,1,1,15.7,-1.8,0,0,1,1,,,,
8321,small molecule,DB09315,Xenon-133,solid,0,,,132.9059,0,0,1.78,0,0,0,,,0,0,1,1,,,,Half Life 5.245 days
8322,small molecule,DB09316,Thallous chloride,solid,-0.55,-0.29,1.23e+02 g/l,239.836,0,6.14,4.35,0,0,0,,,0,0,1,1,,,,"91% of the blood radioactivity has a t1/2 of 5 min.
9% has t1/2 of 40 hours."
8323,small molecule,DB09317,"Synthetic Conjugated Estrogens, A",solid,,,,,,,,,,,,,,,,,,,,"The half life of baseline-corrected estrone and equilin was found to be 10.6 hr and 9.7 hr, respectively."
8324,small molecule,DB09318,"Synthetic Conjugated Estrogens, B",solid,,,,,,,,,,,,,,,,,,,,"The half life of baseline-corrected estrone and equilin was found to be 23.46 hr and 15.09 hr, respectively."
8325,small molecule,DB09319,Carindacillin,solid,3.57,-5,4.91e-03 g/l,494.56,113.01,128.25,50.52,7,5,2,3.29,-6.3,-1,5,1,1,,,,
8326,small molecule,DB09320,Procaine benzylpenicillin,solid,1.92,-3.1,2.85e-01 g/l,570.71,86.71,84.53,33.5,11,4,2,3.53,-2.8,-1,4,0,0,,,,Intramuscular injection of benzylpenicillin has a plasma half-life of 30 minutes [L783]. 
8327,small molecule,DB09321,Zinc oxide,solid,-0.2,,,81.408,17.07,1.44,3,0,1,0,,-5.7,0,0,1,1,,,,"Intended for local use only, no systemic absorption. "
8328,small molecule,DB09322,Zinc sulfate,solid,-0.84,,,161.472,80.26,11.53,5.81,0,4,0,-3,,-2,0,1,1,,,,3 hours
8329,small molecule,DB09324,Sulbactam,solid,-0.92,-0.68,4.85e+01 g/l,233.242,91.75,48.21,20.63,1,5,1,3.09,-3.8,-1,2,1,1,,,,~1 hr
8330,small molecule,DB09325,Sodium fluoride,solid,0.15,,,41.9882,0,0.87,0.44,0,0,0,3.17,,-1,0,1,1,,,3.17,The terminal plasma elimination half-life following the ingestion of fluoridated drinking water generally ranges from 3 to 10 hours.[L7685] The half-life of sodium fluoride in the bones is 20 years.[L7697]
8331,small molecule,DB09326,Ammonia N-13,solid,-0.98,,,16.03,13.59,15.51,1.99,0,1,1,,8.86,1,0,1,1,,,,2.84 minutes.
8332,small molecule,DB09327,Tegafur-uracil,solid,-0.09,-1.2,1.40e+01 g/l,312.257,58.64,44.5,17.51,1,3,1,8.08,-4.3,0,3,1,1,,,,The presence of uracil generates an increase in the half-life of tegafur and it is registered to be of 11 hours.[A1821] The elimination half-life of uracil is of 20-40 minutes.[L934]
8333,biotech,DB09328,Vayarin,solid,,,,,,,,,,,,,,,,,,,,About 2h [L1507]
